name,description,property_type_name,province_name,district_name,ward_name,street_name,project_name,price,area,floor_count,frontage_width,house_depth,road_width,bedroom_count,bathroom_count,house_direction,balcony_direction,published_at
"Nhà đẹp Xuân Đỉnh, 33m2 x 6 tầng, lô góc, ô tô ngủ trong nhà, mặt ngõ sát phố, không lỗi chỉ 8.7 tỷ","- Nhà đẹp mới tinh, mặt ngõ ô tô, vài bước ra phố, vị trí đắc địa: + 40m ra đường Xuân Đỉnh, dễ dàng di chuyển ra các tuyến đường lớn: Phạm Văn Đồng, Nguyễn Hoàng Tôn, Xuân La, Võ Chí Công, Cầu Thăng Long, Cầu Nhật Tân, Lạc Long Quân.. + Gần chợ, trường học các cấp, công viên Hoà Bình, an sinh tốt. - Sổ hoa hậu - pháp lý chuẩn. - Liên hệ trực tiếp em Cương: [phone_number]",Nhà,Hà Nội,Bắc Từ Liêm,Xuân Đỉnh,Đỗ Nhuận,,8700000000.0,33.0,,4.0,,,4.0,5.0,Bắc,,2025-06-11T07:17:28.717000
Cập nhập quỹ căn chuyển nhượng Lumiere EverGreen (3N) ngày 09/06/2025 gía tốt,"Em Minh Đức - Chuyên mua bán chuyển nhượng (Hỗ trợ thanh khoản) căn hộ chung cư Lumiere EverGreen - Vinhomes Smart City. Cập nhật quỹ căn mới nhất 27/12/2024 giá từ 70tr/m2 - liên hệ để được tư vấn, xem nhà và chọn căn hộ ưng ý. - Toà A3 giá từ 6.5 tỷ ( 80m2 ) - Tòa A1 + Giá từ 7.9 tỷ ( 88m2 ) thiết kế vuông vắn + Gía từ 7.8 tỷ ( 84m2 ) . Logia , kính cong - Tòa A2 + Gía từ 7.2 tỷ ( 80m2 ) , kính cong + Gía từ 8.7 tỷ ( 83m2 ) , căn góc kinh cong * Cam kết: - Qũy hàng chuẩn , nhiều nhất thị trường chuyển nhượng - Giá chuẩn, tốt nhất thị trường. - Hỗ trợ, tư vấn khách hàng 24/7 trong suốt quá trình trong và sau giao dịch. - Hỗ trợ cho thuê (nếu khách hàng có nhu cầu). - Hỗ trợ đăng kí tạm trú, đăng ký thẻ cư dân. * Liên hệ để kết nối và làm việc trực tiếp với Chủ nhà: ( Minh Đức Lumiere )",Căn hộ chung cư,Hà Nội,Nam Từ Liêm,Tây Mỗ,,Lumiere EverGreen,6900000000.0,86.0,,,,,3.0,2.0,Tây - Bắc,Đông - Nam,2025-06-09T22:30:47.060000
Mình bán căn 2 phòng ngủ tòa D Vinaconex KĐT Đại Kim gần ĐH Thăng Long,"Dành cho khách hàng mua nhận nhà ở ngay. Không phải lăn tăn thiết kế, sắp xếp nội thất vì đã được làm mới lại toàn bộ. - Cam kết ảnh thật, tự chụp. - Vị trí: Mặt đường Vành Đai 3 thuộc khu đô thị Kim Văn Kim Lũ, Phường Đại Kim. - Diện tích 60m2 thông thủy, 2 phòng ngủ, wc, phòng khách, bếp, ban công. - Toàn bộ nội thất đã thuê kiến trúc sư làm, ko một góc chết, chi tiết thừa. Giá bán 4.07 tỷ. Sổ đỏ CC, giao dịch trong ngày. LH xem nhà [phone_number], miễn phí, tận tâm tư vấn.",Căn hộ chung cư,Hà Nội,Hoàng Mai,Đại Kim,Nghiêm Xuân Yêm,Kim Văn Kim Lũ,4070000000.0,60.0,,,,,2.0,,,,2025-06-07T12:21:10.680000
"Chùa láng-view hồ-vỉa hè-kinh doanh siêu đỉnh-ô tô tránh-phân lô 2 thoáng 55m2,mt 5m-giá 28 tỷ","+ Mô tả chi tiết: - THUÊ 50 triệu/tháng, dòng tiền sẵn có. - Vị trí siêu đẹp, view hồ ngõ rộng như phố, có vỉa hè kinh doanh siêu đỉnh, ngõ thông phân lô ô tô tránh nhau thoải mái. - Gần các tuyến phố: phố Nguyễn Chí Thanh, phố Thái Hà, phố Giảng Võ, và phố La Thành, đường Láng, phố La Thành, phố Tây Sơn,... Gần các trường học các cấp 1-2-3, đại học Ngoại Thương, Học viện Ngoại giao, đại học Luật, đại học Công Đoàn, đại học Thủy Lợi,... - Nhà xây móng ép cọc có thể lên 8 tầng thoải mái, chắc chắn thoáng trước sau, hiện đang cho thuê siêu đông khách. + Thiết kế: - Tầng 1 - 4: là 1 tầng 2 phòng Kinh Doanh nhà hàng. - Tầng 5: là sân phơi, sân trồng cây sáng thoáng. + Sổ đỏ đẹp, cất két sẵn sàng giao dịch. + LIÊN HỆ: [phone_number]MIỄN TRUNG GIAN).",Nhà,Hà Nội,Đống Đa,Láng Thượng,Chùa Láng,,28000000000.0,55.0,5.0,5.0,,,,,,,2025-06-16T14:38:29.793000
Bán nhà kim giang 6 tầng - thang máy - ngõ rộng gần đại học thăng long & kđt đại kim,"BÁN NHÀ KIM GIANG 6 TẦNG - THANG MÁY - NGÕ RỘNG GẦN ĐẠI HỌC THĂNG LONG & KĐT ĐẠI KIM Vị trí đẹp: Nhà nằm sau ĐH Thăng Long, cách mặt ngõ vài bước chân, ngõ rộng thông thoáng, gần khu đô thị Đại Kim, giao thông thuận tiện. Diện tích hợp lý - Thiết kế hiện đại: Tầng 1: Sân để xe, phòng khách, bếp, WC, thang máy, thang bộ. Tầng 2-5: Mỗi tầng 1 phòng rộng, WC khép kín. Nhà xây lùi tạo không gian thoáng, khách mua có thể cải tạo thành sân vườn thư giãn. Tầng 6: Tum, sân chơi thoáng mát. Ngõ rộng, ô tô đỗ gần nhà, kết nối nhiều tuyến đường lớn. * Cách ĐH Thăng Long ~400m, trường mầm non công lập Đại Kim ~50m, gần chợ, siêu thị, khu vui chơi. DT: 48mx 6 tầng x 4PN Giá có TL 8,9 tỷ Liên hệ ngay [phone_number] để xem nhà và thương lượng giá tốt! #kimgiang #hoangmai #thanhxuan",Nhà,Hà Nội,Hoàng Mai,Đại Kim,Kim Giang,,9000000000.0,48.0,,5.0,,,4.0,5.0,Đông Nam,,2025-06-06T11:19:58.631000
"Bán căn Penthouse tòa CT2A Nghĩa Đô, 254m2, SĐCC, 15 tỷ","Bán căn Penthouse tòa Ct2A Nghĩa Đô, liền kề khu Tây Hồ Tây Starlake. DT 254m², nội thất cơ bản. Tòa nhà cao 19 tầng, 4 thang máy, tầng tầng 18 chỉ 6 căn/sàn, tầng 19 chỉ 4 căn/sàn. Nằm trong Khu ĐTM Nghĩa Đô, mật độ xây dựng chỉ 32%, xung quanh nhiều cây xanh, sân chơi. Trong khu có trường liên cấp Everest. Cách khu 200m là trường mầm non Tuổi hoa, trường tiểu học Nghĩa Đô. Cách 800m là trường cấp 2 Lê Quý Đôn, trường cấp 1, 2 Nghĩa Tân. Ngay cạnh khu là trường công cấp 3 của Quận đang xây dựng, dự kiến sang năm 2026 tuyển sinh. Dưới chân 6 tòa chung cư đầy đủ dịch vụ từ cafe, ăn uống, siêu thị, spa, nha khoa... Chợ Nghĩa Tân, chợ cóc ngay ngõ 106 Hoàng Quốc Việt, chợ Trần Cung. Nhà thuộc Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội(theo mô hình chính quyền địa phương 2 cấp). Có thể tiếp cận từ ngõ 106 Hoàng Quốc Việt hoặc đường 40m từ Xuân Tảo Nguyễn Văn Huyên vào. SĐCC, sang tên ngay. LH [phone_number] để xem nhà.",Căn hộ chung cư,Hà Nội,Bắc Từ Liêm,,,,15000000000.0,254.0,,,,,5.0,4.0,,,2025-06-02T13:37:21.197000
Căn Góc Siêu Xinh FULL Nội Thất Mới 2PN Tòa D Vinaconex Giá Chỉ 4.070 TỶ!,"Căn Góc Siêu Xinh FULL Nội Thất Mới 2PN Tòa D Vinaconex Giá Chỉ 4.xx TỶ! Tòa D KĐT Kim Văn Kim Lũ vị trí đẹp, tiện di chuyển các quận trung tâm Diện tích thông thủy: 60m² Thiết kế: 2 phòng ngủ 1 vệ sinh phòng khách + bếp riêng biệt Căn tầng đẹp thoáng sáng yên tĩnh Nội thất để lại: Full mới tinh tươm sàn, trần, điều hòa, tủ bếp, giường tủ, máy giặt, tủ lạnh... Ảnh thực tế sẵn nhà cực giữ gìn, khách xem là ưng ngay Pháp lý: Sổ đỏ chính chủ sang tên linh hoạt Giá rao: 4.070 TỶ (chưa bao tên có thương lượng) Liên hệ xem nhà Mr. Nguyễn Danh Chương [phone_number] | [phone_number]ZALO) Căn hiếm full nội thất pháp lý sạch chốt nhanh kẻo lỡ!",Căn hộ chung cư,Hà Nội,Hoàng Mai,Đại Kim,Nghiêm Xuân Yêm,Kim Văn Kim Lũ,4070000000.0,60.0,,,,,2.0,1.0,,,2025-06-02T19:01:42.831000
"Chính chủ cần bán gấp T6: Stu 1.75tỷ, 1PN + 2.4 tỷ, 2PN+ 3.5 tỷ, 3PN - 4.5 tỷ Vinhomes Ocean Park","Em Hằng cần bán căn hộ CC mua rẻ trực tiếp của CĐT, đã nhận nhà chưa ở, giờ cần chuyển nhượng ở khu cao cấp Vinhomes Ocean Park cần bán nhanh trong tháng này với giá gốc: * Bảng giá cập nhật liên tục: - Căn 25m², 36m² (Studio) giá bán từ 1.75 tỷ. - Căn 43 m² (1PN + 1VS) giá bán 2.4tỷ, căn 1N + 48m² giá 2.45 tỷ. - Căn 59 m² (2PN + 1VS) giá bán từ 2.75tỷ. - Căn 67 m² (2PN + 2VS) căn giữa giá bán 3 tỷ. - Căn 69; 70 m² (2 PN + 2VS) căn góc, giá bán 3.25tỷ. - Căn 80 m² (3 PN + 2VS) giá bán 3.75tỷ. - Căn 100m² (3PN + 2VS) giá bán 4.8 tỷ. - Căn 106m² (3PN + 2VS) giá bán 4.9 tỷ. * Cam kết: - Tư vấn chọn căn, xem nhà thực tế, làm việc chính chủ. - Miễn 100% phí môi giới cho khách mua. - Giá cam kết rẻ nhất thị trường. - Xem nhà trực tiếp 24/7, làm việc với chủ nhà. - Có ưu đãi cho khách hàng đặt cọc trước. - Hỗ trợ thủ tục nhanh gọn, pháp lý rõ ràng. Sang tên sổ đỏ chính chủ. * Quý khách có nhu cầu xem nhà và mua căn hộ xin vui lòng liên hệ: Em Hằng - SĐT: [phone_number]",Căn hộ chung cư,Hà Nội,Gia Lâm,,,Vinhomes Ocean Park,2780000000.0,55.0,,,,,2.0,1.0,,Tây Nam,2025-06-07T05:27:40.818000
"Bán nhà phố nguyễn chí thanh , đống đa . 60m2 x 4m oto, kinh doanh , lô góc , nhà xây mới giá 13 ty","Bán Nhà Phố NGUYỄN CHÍ THANH , ĐỐNG ĐA . 60m2 x 4m OTO, KINH DOANH , LÔ GÓC , NHÀ XÂY MỚI GIÁ 13 tỷ . - Diện tích thực tế 60m2 , mặt tiền rộng - Nhà lô góc nên thiết kế cực đẹp, phòng nào cũng thoáng sáng vô cùng.Cách 20m ra mặt Phố , 30 m ra bãi gửi ô tô đầu ngõ, vị trí cực đẹp. - Nhà xây mới , full nội thất siêu đẹp - Thiết kế : Tầng 1: PK + Bếp + WC.Tầng 2, 3: Tổng 4 PN + WC.Tầng 4: Phòng thờ + Sân phơi. - KHÁCH CHỈ CẦN XÁCH VALI VỀ Ở. - Sổ đỏ chính chủ , siêu đẹp Liên hệ em dẫn xem trực tiếp nhà [phone_number] ( Ms Hiền )",Nhà,Hà Nội,Đống Đa,Láng Thượng,Nguyễn Chí Thanh,,13000000000.0,60.0,,,,,4.0,5.0,,,2025-06-21T11:23:58.855000
Cần bán căn nhà ngõ 22 Kim Quan Việt Hưng Long Biên oto qua nhà sát phố dân cư đông đúc an ninh tốt,"Hàng hiếm khu vực Kim Quan Việt Hưng đường ngõ oto 5 chỗ thông qua nhà. Chính chủ nhờ bán căn nhà 4.5 tầng dân xây. Tầng 1 Khách + bếp. Tầng 2.3.4 Mỗi tầng 1 ngủ vs. Tầng 5 phòng thờ sân phơi. Nội thất cơ bản điều hoà 3 cái. Vị trí ngay đầu ngõ tiện ích không thiếu thứ gì giao thông thuận tiện đi lại. Giá bán nhanh 10 ngày giá ui đãi 6,38 tỷ có bót lột khách thiện trí.",Nhà,Hà Nội,Long Biên,Việt Hưng,Kim Quan,,6380000000.0,32.0,,3.4,,,3.0,3.0,Đông Bắc,Đông Bắc,2025-06-19T06:39:42.843000
"Bán gấp căn 2 ngủ góc 63m2 view cầu ánh sáng giá 5,03 tỷ bao phí ở Lumi Hanoi LH: [phone_number]","Bạn đang tìm kiếm căn hộ cao cấp với thiết kế 2 phòng ngủ diện tích lớn tại khu vực phát triển bậc nhất phía Tây Hà Nội? Đừng bỏ qua cơ hội sở hữu căn hộ 2PN, 2WC 63m2 tại dự án Lumi Hanoi, hiện chính chủ đang cần bán gấp với giá cực kỳ hấp dẫn chỉ 5,03 tỷ đồng, bao toàn bộ chi phí chuyển nhượng. LH: [phone_number] - Diện tích: 63m² thông thủy (thiết kế rộng rãi, vuông vắn). - Công năng: 2 phòng ngủ, 2 phòng vệ sinh, phòng khách + bếp, logia. - Tầng: Tầng trung, view cầu đi bộ ánh sáng, không bị chắn. - Nội thất: Bàn giao tiêu chuẩn cao cấp từ chủ đầu tư CapitaLand. - Hướng nhà: Hướng mát đón gió, tránh nắng trực diện. - Giá bán: 5,03 tỷ đồng (bao gồm toàn bộ phí sang tên, thuế, phí bảo trì). - Pháp lý: Hợp đồng mua bán chính chủ, thủ tục sang tên nhanh gọn. Thiết kế tối ưu hóa không gian phù hợp cho gia đình đông người. - 2 phòng ngủ được bố trí thông minh, đảm bảo sự riêng tư và tối ưu hóa công năng sử dụng. - Phòng khách rộng rãi, thông thoáng, kết nối trực tiếp với ban công tạo nên không gian mở. - Khu vực bếp tách biệt, đi kèm logia phơi đồ riêng, giữ thẩm mỹ cho căn hộ. - Cửa sổ và ban công đón ánh sáng tự nhiên, giúp căn hộ luôn thoáng mát, tiết kiệm điện năng. Nội thất bàn giao cao cấp nhận nhà ở ngay. - Sàn gỗ chống trầy xước cao cấp ở toàn bộ phòng ngủ. - Thiết bị vệ sinh thương hiệu Kohler, TOTO hoặc tương đương. - Hệ thống điều hòa âm trần, chuông hình, khóa cửa thông minh 3 lớp an ninh. Vị trí đắc địa kết nối thuận tiện của Lumi Hanoi. Lumi Hanoi nằm ngay trên trục đường Đại lộ Thăng Long Lê Quang Đạo kéo dài, trong quần thể đại đô thị Vinhomes Smart City, quận Nam Từ Liêm. Đây là một trong những khu vực có tốc độ phát triển hạ tầng và đô thị hóa nhanh bậc nhất Hà Nội. Từ Lumi Hanoi, dễ dàng kết nối đến: Trung tâm Mỹ Đình: 7 phút. Sân vận động Mỹ Đình, Vincom Plaza, SVĐ Quốc gia: 5 phút. Cầu Giấy Trần Duy Hưng: 15 phút. Hồ Gươm trung tâm Hà Nội: 25 phút. Đường sắt đô thị Metro số 5, 6, 7 dự kiến kết nối ngay tại khu đô thị. Gọi ngay [phone_number] gặp Trần Đình Tài để được tư vấn tận tình.",Căn hộ chung cư,Hà Nội,Nam Từ Liêm,Tây Mỗ,Đại lộ Thăng Long,Lumi Hanoi,5030000000.0,63.0,,,,,2.0,2.0,,,2025-06-19T08:05:36.037000
Cc cần bán siêu phẩm duy nhất - căn góc 4pn tòa S402 - diện tích khủng 99m2 - Vinhomes Smart City,"* Bán căn góc 4 phòng ngủ duy nhất tại Vinhomes Smart City sở hữu không gian sống rộng rãi, đẳng cấp giữa lòng đại đô thị quốc tế. - Loại hình: Căn hộ cao cấp. - Diện tích cực lớn: 99m² thiết kế 4 phòng ngủ độc lập, 2 phòng tắm, 2 ban công lớn. - Tòa nhà: S402 vị trí trung tâm, ngay gần Biển Hồ, công viên trung tâm, công viên thể thao, bể bơi, trường học quốc tế Vinschool. Tầng 2x siêu đẹp. - Hướng ban công: Đông Bắc tầm nhìn thoáng rộng, ánh sáng chan hòa, không bị chắn vĩnh viễn. - Tình trạng nội thất: Full nội thất cao cấp, phong cách hiện đại bố trí khoa học, tiện nghi từng chi tiết. + Hệ tủ bếp kịch trần, bàn ăn gỗ nguyên khối, sofa nhập khẩu. + Thiết bị bếp, máy hút mùi, máy giặt, điều hòa âm trần. + Nội thất giữ gìn cẩn thận sạch sẽ, sang trọng chỉ việc vào ở ngay. - Vị trí vàng kết nối nhanh: + 3 phút tới Biển Hồ, công viên trung tâm 10ha. + 5 phút ra Vincom Mega Mall trường Vinschool Bệnh viện Vinmec. + 7 phút đến Đại lộ Thăng Long, dễ dàng di chuyển Mỹ Đình, Cầu Giấy. - Pháp lý rõ ràng: Đã có sổ đỏ, thuận lợi sang tên nhanh chóng. - Giá bán thu về: 6.55 tỷ. * Lý do nên sở hữu căn hộ này ngay hôm nay: - Duy nhất một căn góc 4PN với diện tích lớn nhất dự án - sản phẩm không lặp lại lần thứ 2 trong năm. - Không gian sống rộng rãi, thoáng đãng phù hợp gia đình nhiều thế hệ, doanh nhân, chuyên gia nước ngoài cần không gian sống tiện nghi, đẳng cấp. - View đẹp không gian riêng tư tiện ích đẳng cấp 5 sao đồng bộ: Công viên, trường học, nhà để xe, trung tâm thương mại. - Tiết kiệm thời gian và chi phí với nội thất đầy đủ, chỉ cần dọn vào ở. - Giao thông thuận tiện, kết nối dễ dàng đến các khu vực trung tâm. - Đầu tư sinh lời cao, giá trị bất động sản tăng theo thời gian. - Cơ hội duy nhất để sở hữu căn hộ đẳng cấp với mức giá hấp dẫn. * Liên hệ ngay zalo/call - 24/7:",Căn hộ chung cư,Hà Nội,Nam Từ Liêm,Tây Mỗ,,The Sapphire-Vinhomes Smart City,6550000000.0,99.0,,,,,4.0,2.0,,Đông - Bắc,2025-06-23T11:52:51.157000
"Bán nhà trần cung bắc từ liêm dt 56m x 4t x mt 4m giá 10,5 tỷ có thương lượng","NHÀ DÂN XÂY - 2 THOÁNG VĨNH VIỄN - NGÕ TO RỘNG - GPXD THIẾT KẾ ĐẦY ĐỦ + Vị trí đẹp gần trường , chợ , bệnh viện siêu nhiều tiện ích, đi bộ vài phút ra công viên Hoà Bình. + Nhà dân xây 2 thoáng vĩnh viễn, Đủ cả bản thiết kế và GPXD. + Thiết kế : 4 Tầng với 4 phòng ngủ rộng, đủ công năng. Sổ đỏ chính chủ sẵn sàng giao dịch ngay LH :E DƯƠNG [phone_number] ) TƯ VẤN",Nhà,Hà Nội,Bắc Từ Liêm,Cổ Nhuế 1,,,10500000000.0,56.0,,4.0,,,,,,,2025-06-29T23:30:31.432000
Siêu phẩm Việt Hưng - lô góc thang máy. Gara ô tô. DT 62 m2 x 6 tầng,"Siêu phẩm việt hưng - lô góc thang máy - ô tô vào nhà - thoáng trước thoáng sau. DT 62m2 - 6 tầng - MT 5m thông số quá đẹp. Nội thất chủ dự tính đầu tư full, khách yên tâm dách vali về ở. Nhà thiết kế 6 tầng thang máy lô góc. - Tầng 1: Thông sàn (Gara hoặc KD. - Tầng 2: Khách, khu bếp, WC. - Tầng 3,4: Mỗi tầng 1 phòng khép kín. - Tầng 5: 2 Phòng + WC. Tầng 6: Phòng thờ, sân phơi. - Sau nhà khe thoáng giếng trời. LH E Quyên [phone_number] gặp chủ thương lượng.",Nhà,Hà Nội,Long Biên,Việt Hưng,Hoa Lâm,,13900000000.0,62.0,,5.0,,,4.0,2.0,,,2025-06-23T07:34:43.881000
"Tòa VP 10 Tầng Mặt phố Văn Cao, Liễu Giai Ba Đình, Lô Góc, Thang máy, có hầm, Vỉa hè Kinh doanh, 8x","CẦN BÁN NHANH TÒA NHÀ 10 TẦNG MẶT PHỐ VĂN CAO, LIỄU GIAI BA ĐÌNH, HÀ NỘI -VỊ TRÍ MẶT PHỐ - Đoạn đẹp nhất Phố - Tòa nhà cũng đẹp nhất Phố. -Khu vực VIP Hiếm nhà bán. Thông thoáng, gần ngay Hồ Tây Lộng gió. Thoáng mát. -Nằm trên Trục Đại lộ VIP nhất Ba Đình: Liễu Giai, Đào Tấn... tiện ích ngút ngàn, TTTM, Lotte, Deawoo, Metropolis... Các trường học ,Đại học, chợ ,Công viên, Bệnh viện ... Đi vào trung tâm phố cổ Bờ Hồ cũng thuận tiện vô cùng. -Tòa nhà 10 tầng lừng lững. Đẹp đỉnh. -Thiết kế hiện đại với 7 tầng nổi 1 lửng 1 hầm ,1 tum. Đầy đủ gpxd, pccc và trang thiết bị xịn nhập khẩu, Thang máy tốc độ cao. ... -Sổ đỏ vuông phân lô - sẵn sàng giao dịch. -Giá : 85 tỷ Chi tiết lh : Chị Thu Hiền [phone_number] Chuyên gia nhà mặt phố",Nhà,Hà Nội,Ba Đình,Liễu Giai,Văn Cao,,85000000000.0,120.0,,6.0,,,,,,,2025-06-28T17:49:08.445000
"Bán CHCC khu đô thị Định Công, DT 90m2, 3 phòng ngủ, 2 vs","Chủ nhà gửi bán căn hộ cc tòa CT1A - KDT Định Công, diện tích 90m2, 3 phòng ngủ 2VS. Nhà đã có đầy đủ đồ nhưng người mua mới có thể sửa lại để phù hợp theo nhu cầu của mình. Sổ đỏ chính chủ sẵn sàng giao dịch. Khu đô thị mát mẻ, nhiều tiện ích không gian sống lý tưởng. Giá bán: 4.9 tỷ (có thương lượng). LH xem nhà: [phone_number]",Căn hộ chung cư,Hà Nội,Hoàng Mai,Định Công,,Khu đô thị mới Đại Kim Định Công,4900000000.0,90.0,,,,,3.0,2.0,,,2025-06-13T07:08:54.136000
"Căn hộ CC An Bình Tower, Cổ Nhuế 1, Bắc Từ Liêm, 2,7 tỷ, 65m2 bao đẹp! Hot!","Căn hộ CC An Bình Tower nằm ở đường Cổ Nhuế, phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội, với diện tích 65m2 và giá 2,7 tỷ VND. Căn hộ này có 2PN và 1WC, nội thất cơ bản, sẵn sàng cho cuộc sống mới. Pháp lý hiện tại đang là HĐMB. Hình thức mua là chuyển nhượng sang tên HĐMB. Khu vực xung quanh: + Bệnh viện mắt ánh sáng. + Công viên Starlake Tây Hồ Tây. + Trường đại học ngoại ngữ - ĐHQGHN. + Siêu thị điện máy Pico. Liên hệ ngay để biết thêm chi tiết và xem căn hộ: Quốc Việt [phone_number]",Căn hộ chung cư,Hà Nội,Bắc Từ Liêm,,,An Bình City,2700000000.0,65.0,,,,,2.0,1.0,,,2025-06-05T04:53:07.658000
"Chính chủ bán nhà PLô Vỉa Hè Ô tô tránh Lê Trọng Tấn, La Khê, Hà Đông 50m 7T Thang máy, nhỉnh 15 tỷ","Chính chủ bán nhà PLô Vỉa Hè Ô tô tránh Lê Trọng Tấn, La Khê, Hà Đông 50m 7T Thang máy, nhỉnh 15 tỷ Vị trí: Nhà nằm gần mặt phố Lê Trọng Tấn, đoạn đối diện cổng ParkCity đi vào 1 đoạn; phân lô, vỉa hè, ô tô tránh. Công năng: Nhà được xây dựng 7 tầng thang máy nhập khẩu, tầng 1 thông sàn, các tầng từ 2-6, 7 đủ công năng cho một gia đình lớn, sống hiện đại, có thể kết hợp làm văn phòng. Nếu các bác, anh chị đang tìm 1 căn nhà để ở hay đầu tư thì đây là một lựa chọn hợp lý, hãy liên hệ với e Công [phone_number] khi các bác anh chị đọc thấy tin này.",Biệt thự/Nhà liền kề,Hà Nội,Hà Đông,La Khê,Lê Văn Lương,Khu đô thị Văn Khê,15000000000.0,50.0,5.0,4.0,,,4.0,4.0,,,2025-06-16T17:42:20.266000
"Bán nhanh căn hộ CC Hưng Thịnh hiếm có khó tìm, DT: 56m2 - SĐCC vô cùng lộc lá","Bán căn hộ chung cư Hưng Thịnh tại Kiến Hưng, Hà Đông, Hà Nội, với diện tích 56m2, phù hợp cho gia đình nhỏ hoặc những ai muốn tìm kiếm không gian sống tiện nghi. + 2 phòng ngủ rộng rãi, giúp đảm bảo sự riêng tư cho các thành viên trong gia đình. + 1 phòng tắm hiện đại, tiện lợi cho sinh hoạt hàng ngày. + Phòng khách thoáng mát, dễ dàng bài trí theo phong cách yêu thích. + Giá bán chỉ 2,64 tỷ VND, một mức giá hợp lý cho một căn hộ chất lượng. - Tiện ích xung quanh: + Gần bệnh viện 09, bệnh viện đa khoa quốc tế Thiên Đức, bệnh viện bỏng quốc gia Lê Hữu Trác. + Các trường học như trường THCS Kiến Hưng, trường tiểu học và THCS Hà Nội Thăng Long, trường tiểu học Kiến Hưng. + Siêu thị Đức Thành Xa La, Vinmaart +, Vinmart Xa La Hà Đông. + Công viên Chu Văn An lý tưởng cho những buổi chiều thư giãn. Mọi thông tin chi tiết vui lòng LH: [phone_number]",Căn hộ chung cư,Hà Nội,Hà Đông,Kiến Hưng,,Khu nhà ở Hưng Thịnh,2640000000.0,56.0,,,,,2.0,1.0,,,2025-06-18T09:49:20.549000
"Bán nhà nguyên căn gần nguyên đức cảnh- lô góc, ba gác đỗ- 38m- 6 tỷ 97","- Lô góc thoáng sáng vô cùng, ở sướng, tương lai mua nhỏ bán to vẫn cực kỳ hợp lý - Mặt ngõ thông ba gác, rộng rãi, thuận tiện di chuyển - Nhà thiết kế 5 tầng 3 ngủ chắc chắn, đủ công năng Liên hệ Thắng thổ cư đi xem nhà SĐT: [phone_number][phone_number] Thắng thổ cư- Bất động sản là vàng mười",Nhà,Hà Nội,Hoàng Mai,Tân Mai,Nguyễn Đức Cảnh,,6970000000.0,38.0,,,,,3.0,,,,2025-06-24T00:46:30.429000
"Bán nhà hồ đầm tròn ngọc hà, ba đình, 20m ra phố, 4 ngủ, đủ công năng. lh [phone_number]","Mô tả: ies.es.2o4 Nhà mới ở ngay vị trí đẹp gần hồ Đầm Tròn ,20m ra phố ,rất gần Lăng Bác , gần chợ, trường... An Sinh tốt Thiết kế Tầng 1 Phòng khách , bếp,vs Tầng 2,3 chia 2 ngủ cầu thang giữa,vs tổng 4 ngủ đủ công năng + Pháp lý : sổ đỏ chính chủ giao dịch ngay trong ngày Liên hệ: Chương Nguyễn [phone_number]",Nhà,Hà Nội,Ba Đình,Ngọc Hà,Ngọc Hà,,8000000000.0,36.0,,,,,,,,,2025-06-18T15:35:50.164000
Hoa Hậu Bạch Mai - Lô Góc - Full Nội Thất,"Thiết kế 5 tầng: Tầng 1: Bếp + Phòng ăn + WC Tầng 2( Tầng lửng): Phòng khách Tầng 3: Phòng ngủ + phòng tắm master Tầng 4: 2 PN + WC Tầng 5: PN + Sân phơi Sổ đẹp không tì vết, giao dịch luôn. Giá 7ty8 ( có thương lượng ) chủ nhà vui tính, thiện chí Lh: Em Minh [phone_number] để xem nhà",Nhà,Hà Nội,Hai Bà Trưng,Bạch Mai,Bạch Mai,,7800000000.0,30.0,,4.3,,,4.0,4.0,,Tây Bắc,2025-06-22T16:24:21.759000
